time,symbol,volume,open,high,low,last,change,percent,turnover_rate
2004-04-07,600519.SH,1869220,6.097,6.3899,6.097,6.3605,0.2687,4.41,2.16
2004-04-08,600519.SH,1591324,6.3654,6.6305,6.3359,6.6239,0.2633,4.14,1.84
2004-04-09,600519.SH,3432280,6.619,6.619,6.4112,6.4145,-0.2093,-3.16,3.97
2004-04-12,600519.SH,1027224,6.3654,6.4636,6.2672,6.3425,-0.0718,-1.12,1.19
2004-04-13,600519.SH,1552441,6.3654,6.4472,6.3163,6.4063,0.0641,1.01,1.79
2004-04-14,600519.SH,1554383,6.3572,6.3801,6.1527,6.2427,-0.1634,-2.55,1.8
2004-04-15,600519.SH,595863,6.2181,6.3163,6.1854,6.2116,-0.0312,-0.5,0.69
2004-04-16,600519.SH,449778,6.1887,6.2967,6.1199,6.2165,0.005,0.08,0.52
2004-04-19,600519.SH,589701,6.2181,6.2181,6.0218,6.0299,-0.1865,-3.0,0.68
2004-04-20,600519.SH,770592,6.0218,6.133,5.9416,6.0872,0.0573,0.95,0.89
2004-04-21,600519.SH,399419,6.1183,6.1363,5.9236,5.9939,-0.0931,-1.53,0.46
2004-04-22,600519.SH,825244,5.9727,6.0218,5.9236,5.989,-0.0048,-0.08,0.95
2004-04-23,600519.SH,806507,5.9563,6.0185,5.9236,6.0169,0.0276,0.46,0.93
2004-04-26,600519.SH,660339,5.9792,6.115,5.9563,6.0905,0.0734,1.22,0.76
2004-04-27,600519.SH,2059748,6.0954,6.3818,6.0954,6.2034,0.1127,1.85,2.38
2004-04-28,600519.SH,559678,6.2018,6.2018,6.0709,6.1445,-0.0589,-0.95,0.65
2004-04-29,600519.SH,1738326,6.2967,6.349,5.809,5.9989,-0.1456,-2.37,2.01
2004-04-30,600519.SH,1296166,5.9383,6.1363,5.8925,6.1249,0.126,2.1,1.5
2004-05-10,600519.SH,800364,6.1036,6.1199,5.8221,5.9285,-0.1966,-3.21,0.93
2004-05-11,600519.SH,673423,5.8499,6.0218,5.8499,5.8974,-0.0308,-0.52,0.78
2004-05-12,600519.SH,868446,5.8941,6.0299,5.8925,6.0234,0.1262,2.14,1.0
2004-05-13,600519.SH,1472022,5.9727,6.1854,5.9727,6.1838,0.1602,2.66,1.7
2004-05-14,600519.SH,602882,6.1985,6.2165,6.0218,6.1281,-0.0557,-0.9,0.7
2004-05-17,600519.SH,338903,6.0987,6.0987,5.9432,6.0087,-0.1195,-1.95,0.39
2004-05-18,600519.SH,1938338,6.0136,6.0872,5.7272,5.9252,-0.0835,-1.39,2.24
2004-05-19,600519.SH,480010,5.9727,6.0709,5.899,5.9874,0.0622,1.05,0.55
2004-05-20,600519.SH,249530,5.9563,5.9989,5.917,5.9694,-0.018,-0.3,0.29
2004-05-21,600519.SH,129100,5.9694,6.0054,5.8598,5.9563,-0.0131,-0.22,0.15
2004-05-24,600519.SH,156303,5.9498,5.9727,5.8827,5.8909,-0.0655,-1.1,0.18
2004-05-25,600519.SH,514661,5.8794,5.9727,5.8581,5.8663,-0.0247,-0.42,0.59
2004-05-26,600519.SH,277641,5.8679,5.9138,5.8287,5.8974,0.0311,0.53,0.32
2004-05-27,600519.SH,375869,5.989,6.0512,5.8909,5.9727,0.0755,1.28,0.43
2004-05-28,600519.SH,195159,5.9563,6.0496,5.9399,6.0349,0.0621,1.04,0.23
2004-06-01,600519.SH,363771,6.0349,6.1281,6.0332,6.1199,0.0851,1.41,0.42
2004-06-02,600519.SH,238130,6.1199,6.1199,6.0218,6.0283,-0.0918,-1.5,0.28
2004-06-03,600519.SH,78244,6.0381,6.0987,5.9727,6.0218,-0.0066,-0.11,0.09
2004-06-04,600519.SH,207044,5.9252,6.0349,5.9056,5.9367,-0.0849,-1.41,0.24
2004-06-07,600519.SH,245352,5.8958,5.9694,5.8827,5.9498,0.0131,0.22,0.28
2004-06-08,600519.SH,335716,5.8925,5.9678,5.8745,5.9416,-0.0083,-0.14,0.39
2004-06-09,600519.SH,472471,5.8925,5.953,5.8581,5.8892,-0.0523,-0.88,0.55
2004-06-10,600519.SH,2441416,5.8909,5.9399,5.5718,5.6127,-0.2768,-4.7,2.82
2004-06-11,600519.SH,923677,5.5734,5.7436,5.5734,5.647,0.0342,0.61,1.07
2004-06-14,600519.SH,1193222,5.6127,5.6225,5.4327,5.4654,-0.1818,-3.22,1.38
2004-06-15,600519.SH,2148447,5.454,5.5112,5.3018,5.4916,0.0262,0.48,2.48
2004-06-16,600519.SH,662343,5.4818,5.6683,5.449,5.6356,0.1439,2.62,0.77
2004-06-17,600519.SH,1481615,5.6356,5.6356,5.3705,5.4212,-0.2141,-3.8,1.71
2004-06-18,600519.SH,1167068,5.4,5.4654,5.269,5.4507,0.0293,0.54,1.35
2004-06-21,600519.SH,103422,5.3689,5.4949,5.3525,5.4818,0.0311,0.57,0.12
2004-06-22,600519.SH,125447,5.4981,5.5636,5.4818,5.5636,0.0817,1.49,0.14
2004-06-23,600519.SH,59593,5.5554,5.5554,5.4,5.436,-0.1274,-2.29,0.07
2004-06-24,600519.SH,124164,5.436,5.5292,5.4294,5.4376,0.0016,0.03,0.14
2004-06-25,600519.SH,369681,5.4703,5.6781,5.413,5.5309,0.0935,1.72,0.43
2004-06-28,600519.SH,308020,5.4818,5.629,5.4818,5.5832,0.0525,0.95,0.36
2004-06-29,600519.SH,689080,5.5832,5.6045,5.5309,5.5783,-0.005,-0.09,0.8
2004-06-30,600519.SH,410281,5.5783,5.5947,5.4,5.539,-0.039,-0.7,0.47
2004-07-01,600519.SH,278162,5.3695,5.7515,5.3673,5.7364,0.1972,3.56,0.32
2004-07-02,600519.SH,287337,5.7515,5.8588,5.6613,5.8502,0.1136,1.98,0.26
2004-07-05,600519.SH,520229,5.7944,6.0906,5.7944,6.0798,0.2299,3.93,0.46
2004-07-06,600519.SH,1635940,6.112,6.3052,6.0519,6.0562,-0.0237,-0.39,1.45
2004-07-07,600519.SH,1324498,6.0476,6.2279,5.9446,6.1871,0.1308,2.16,1.18
2004-07-08,600519.SH,235799,6.2129,6.2236,6.1185,6.1356,-0.0514,-0.83,0.21
2004-07-09,600519.SH,163563,6.1013,6.1979,6.1013,6.1163,-0.019,-0.31,0.15
2004-07-12,600519.SH,432808,6.1163,6.1936,6.0305,6.1506,0.0343,0.56,0.38
2004-07-13,600519.SH,641932,6.1163,6.3309,6.1163,6.3159,0.1654,2.69,0.57
2004-07-14,600519.SH,447865,6.3052,6.3481,6.2236,6.3438,0.0278,0.44,0.4
2004-07-15,600519.SH,2818618,6.3438,6.5799,6.3438,6.5691,0.2252,3.55,2.51
2004-07-16,600519.SH,587664,6.5713,6.6206,6.4382,6.5627,-0.0066,-0.1,0.52
2004-07-19,600519.SH,850801,6.5648,6.6078,6.4232,6.5562,-0.0066,-0.1,0.76
2004-07-20,600519.SH,786877,6.5348,6.5562,6.4425,6.5455,-0.0105,-0.16,0.7
2004-07-21,600519.SH,753375,6.5455,6.6314,6.4768,6.6206,0.0753,1.15,0.67
2004-07-22,600519.SH,2793623,6.6099,6.8374,6.567,6.6035,-0.0172,-0.26,2.48
2004-07-23,600519.SH,1055181,6.5455,6.7601,6.5241,6.7515,0.1479,2.24,0.94
2004-07-26,600519.SH,661689,6.7816,6.7816,6.4983,6.6142,-0.1371,-2.03,0.59
2004-07-27,600519.SH,1111274,6.6314,6.6314,6.3889,6.3996,-0.2143,-3.24,0.99
2004-07-28,600519.SH,884660,6.5799,6.5799,6.185,6.3266,-0.073,-1.14,0.79
2004-07-29,600519.SH,341364,6.288,6.3695,6.23,6.3588,0.0323,0.51,0.3
2004-07-30,600519.SH,249072,6.3309,6.5155,6.3309,6.4532,0.0947,1.49,0.22
2004-08-02,600519.SH,732758,6.4489,6.5026,6.3309,6.3846,-0.0684,-1.06,0.65
2004-08-03,600519.SH,776010,6.3309,6.4275,6.2901,6.3073,-0.0773,-1.21,0.69
2004-08-04,600519.SH,474149,6.2622,6.4382,6.2494,6.4146,0.1072,1.7,0.42
2004-08-05,600519.SH,216903,6.3953,6.3953,6.288,6.3416,-0.0731,-1.14,0.19
2004-08-06,600519.SH,265717,6.3095,6.4168,6.2472,6.3931,0.0514,0.81,0.24
2004-08-09,600519.SH,245738,6.3331,6.4296,6.3331,6.4275,0.0345,0.54,0.22
2004-08-10,600519.SH,260996,6.376,6.4811,6.3631,6.4726,0.045,0.7,0.23
2004-08-11,600519.SH,104278,6.4382,6.4597,6.3953,6.4275,-0.0453,-0.7,0.09
2004-08-12,600519.SH,281838,6.3352,6.4597,6.3352,6.4575,0.0302,0.47,0.25
2004-08-13,600519.SH,371948,6.4146,6.4768,6.3738,6.4618,0.0045,0.07,0.33
2004-08-16,600519.SH,178329,6.4125,6.4618,6.406,6.4082,-0.0536,-0.83,0.16
2004-08-17,600519.SH,197053,6.3974,6.4597,6.3459,6.4382,0.0301,0.47,0.18
2004-08-18,600519.SH,551093,6.4811,6.5047,6.4168,6.464,0.0258,0.4,0.49
2004-08-19,600519.SH,588962,6.4382,6.4811,6.3974,6.421,-0.0427,-0.66,0.52
2004-08-20,600519.SH,563068,6.421,6.4811,6.3953,6.4275,0.0064,0.1,0.5
2004-08-23,600519.SH,573309,6.3953,6.3953,6.2558,6.2687,-0.1588,-2.47,0.51
2004-08-24,600519.SH,285989,6.2236,6.3095,6.2236,6.2987,0.0301,0.48,0.25
2004-08-25,600519.SH,163089,6.3309,6.3331,6.2451,6.3223,0.0233,0.37,0.14
2004-08-26,600519.SH,216110,6.2665,6.3524,6.2665,6.3373,0.0152,0.24,0.19
2004-08-27,600519.SH,132490,6.3288,6.3631,6.288,6.3223,-0.0152,-0.24,0.12
2004-08-30,600519.SH,349173,6.2665,6.3073,6.1807,6.2172,-0.1049,-1.66,0.31
2004-08-31,600519.SH,241383,6.2858,6.4168,6.2021,6.2601,0.0429,0.69,0.21
2004-09-01,600519.SH,379803,6.2343,6.2343,6.1378,6.1421,-0.1183,-1.89,0.34
2004-09-02,600519.SH,439983,6.1099,6.1592,5.9897,6.1571,0.0147,0.24,0.39
2004-09-03,600519.SH,272964,6.1163,6.1614,6.0305,6.1528,-0.0043,-0.07,0.24
2004-09-06,600519.SH,232713,6.0798,6.1807,6.0798,6.1614,0.0086,0.14,0.21
2004-09-07,600519.SH,263540,6.2172,6.2494,6.1807,6.2236,0.0622,1.01,0.23
2004-09-08,600519.SH,469634,6.2386,6.3524,6.2279,6.3395,0.1158,1.86,0.42
2004-09-09,600519.SH,1020881,6.3416,6.4382,6.2987,6.3652,0.026,0.41,0.91
2004-09-10,600519.SH,220635,6.3524,6.3953,6.288,6.3695,0.0045,0.07,0.2
2004-09-13,600519.SH,324288,6.3695,6.3695,6.2236,6.3095,-0.0599,-0.94,0.29
2004-09-14,600519.SH,612594,6.3095,6.4382,6.2236,6.4039,0.0946,1.5,0.54
2004-09-15,600519.SH,1140958,6.391,6.6936,6.3567,6.685,0.2811,4.39,1.01
2004-09-16,600519.SH,1147161,6.6743,6.8674,6.6528,6.788,0.1029,1.54,1.02
2004-09-17,600519.SH,1319689,6.8181,6.9554,6.6764,6.9318,0.1439,2.12,1.17
2004-09-20,600519.SH,1202166,6.9855,7.082,6.9125,7.0155,0.0839,1.21,1.07
2004-09-21,600519.SH,837413,6.8867,7.0777,6.8867,6.9318,-0.0835,-1.19,0.74
2004-09-22,600519.SH,434812,6.8739,6.9726,6.8739,6.9018,-0.0298,-0.43,0.39
2004-09-23,600519.SH,1766748,6.891,7.1936,6.891,7.1722,0.2705,3.92,1.57
2004-09-24,600519.SH,3098137,7.2108,7.7023,7.2108,7.4018,0.2295,3.2,2.75
2004-09-27,600519.SH,606663,7.5005,7.7216,7.4039,7.4962,0.0947,1.28,0.54
2004-09-28,600519.SH,674055,7.4876,7.7194,7.4683,7.6829,0.1867,2.49,0.6
2004-09-29,600519.SH,1362842,7.6829,7.7645,7.5971,7.6271,-0.0561,-0.73,1.21
2004-09-30,600519.SH,736647,7.6186,7.743,7.4147,7.7194,0.0923,1.21,0.66
2004-10-08,600519.SH,966784,7.6164,7.8439,7.5134,7.8353,0.1158,1.5,0.86
2004-10-11,600519.SH,1019776,7.8439,8.1808,7.8439,7.9769,0.1418,1.81,0.91
2004-10-12,600519.SH,745222,7.919,7.919,7.64,7.7323,-0.2449,-3.07,0.66
2004-10-13,600519.SH,664517,7.6679,7.7151,7.5349,7.6593,-0.0727,-0.94,0.59
2004-10-14,600519.SH,647914,7.6615,7.9147,7.5499,7.5907,-0.0689,-0.9,0.58
2004-10-15,600519.SH,512154,7.5113,7.7259,7.4383,7.5864,-0.0046,-0.06,0.46
2004-10-18,600519.SH,233687,7.5735,7.5799,7.4361,7.4812,-0.1055,-1.39,0.21
2004-10-19,600519.SH,1058364,7.4683,7.7688,7.4469,7.7216,0.2402,3.21,0.94
2004-10-20,600519.SH,1593384,7.7259,8.0499,7.6851,7.8718,0.1506,1.95,1.42
2004-10-21,600519.SH,599603,7.8439,8.0478,7.6829,7.9555,0.0834,1.06,0.53
2004-10-22,600519.SH,1816145,7.9469,8.4577,7.9405,8.4019,0.4463,5.61,1.61
2004-10-25,600519.SH,1560178,8.477,8.6487,8.3954,8.4684,0.0664,0.79,1.39
2004-10-26,600519.SH,497347,8.4083,8.5585,8.3053,8.5414,0.0728,0.86,0.44
2004-10-27,600519.SH,1187804,8.5499,8.7131,8.4384,8.4555,-0.0854,-1.0,1.06
2004-10-28,600519.SH,933820,8.3911,8.5113,8.2881,8.3697,-0.0863,-1.02,0.83
2004-10-29,600519.SH,1436314,8.1572,8.4341,8.1572,8.3611,-0.0084,-0.1,1.28
2004-11-01,600519.SH,367318,8.2795,8.492,8.2667,8.4512,0.0903,1.08,0.33
2004-11-02,600519.SH,335602,8.3697,8.3911,8.1765,8.389,-0.0625,-0.74,0.3
2004-11-03,600519.SH,761586,8.3697,8.4126,8.2409,8.3547,-0.0344,-0.41,0.68
2004-11-04,600519.SH,678567,8.2838,8.3697,8.1894,8.2216,-0.1328,-1.59,0.6
2004-11-05,600519.SH,2599409,8.1658,8.1658,7.7237,7.8375,-0.3839,-4.67,2.31
2004-11-08,600519.SH,358553,7.8332,7.9405,7.7302,7.934,0.0964,1.23,0.32
2004-11-09,600519.SH,731479,8.0048,8.2195,7.9297,8.2173,0.2832,3.57,0.65
2004-11-10,600519.SH,1128862,8.1551,8.5478,8.1551,8.4663,0.249,3.03,1.0
2004-11-11,600519.SH,833013,8.4555,8.5414,8.3268,8.3268,-0.1397,-1.65,0.74
2004-11-12,600519.SH,566794,8.301,8.3911,8.213,8.2624,-0.0641,-0.77,0.5
2004-11-15,600519.SH,894776,8.2645,8.3268,8.0692,8.3182,0.0562,0.68,0.8
2004-11-16,600519.SH,329847,8.2624,8.3182,8.1551,8.1551,-0.163,-1.96,0.29
2004-11-17,600519.SH,803272,8.1551,8.2001,8.0907,8.1551,0.0,0.0,0.71
2004-11-18,600519.SH,262416,8.1508,8.2087,8.0585,8.1508,-0.0041,-0.05,0.23
2004-11-19,600519.SH,319634,8.1572,8.1572,8.0907,8.1358,-0.0147,-0.18,0.28
2004-11-22,600519.SH,642908,8.1143,8.1336,7.9619,8.0263,-0.1098,-1.35,0.57
2004-11-23,600519.SH,615590,7.9941,8.0671,7.8975,7.9126,-0.114,-1.42,0.55
2004-11-24,600519.SH,429206,7.8954,7.9834,7.8332,7.8439,-0.0688,-0.87,0.38
2004-11-25,600519.SH,592414,7.8138,8.1722,7.8138,8.0757,0.2314,2.95,0.53
2004-11-26,600519.SH,197401,8.0735,8.1465,8.0048,8.0714,-0.004,-0.05,0.18
2004-11-29,600519.SH,544253,8.08,8.2753,8.0692,8.1744,0.1033,1.28,0.48
2004-11-30,600519.SH,161830,8.0113,8.1551,7.9405,7.9512,-0.2232,-2.73,0.14
2004-12-01,600519.SH,78490,8.0499,8.0499,7.8975,7.9383,-0.0127,-0.16,0.07
2004-12-02,600519.SH,398528,7.9834,7.9834,7.8332,7.9405,0.0024,0.03,0.35
2004-12-03,600519.SH,62624,7.8975,7.9598,7.8546,7.8847,-0.0556,-0.7,0.06
2004-12-06,600519.SH,111117,7.9405,7.9405,7.8353,7.8739,-0.011,-0.14,0.1
2004-12-07,600519.SH,189908,7.8375,7.9619,7.8353,7.8933,0.0197,0.25,0.17
2004-12-08,600519.SH,1029083,7.9405,7.9769,7.8332,7.8997,0.0063,0.08,0.92
2004-12-09,600519.SH,1134904,7.8997,8.0478,7.8503,7.8525,-0.0474,-0.6,1.01
2004-12-10,600519.SH,89703,7.8675,7.9426,7.8611,7.9405,0.0879,1.12,0.08
2004-12-13,600519.SH,220832,7.8546,7.9834,7.8546,7.9619,0.0214,0.27,0.2
2004-12-14,600519.SH,124544,7.9405,7.9619,7.8933,7.8933,-0.0685,-0.86,0.11
2004-12-15,600519.SH,1096973,7.8503,7.9576,7.8332,7.8353,-0.0576,-0.73,0.98
2004-12-16,600519.SH,1150003,7.8332,7.9147,7.7902,7.889,0.0533,0.68,1.02
2004-12-17,600519.SH,104903,7.8332,7.8439,7.7409,7.7688,-0.1199,-1.52,0.09
2004-12-20,600519.SH,245930,7.7259,7.8332,7.4726,7.4898,-0.2789,-3.59,0.22
2004-12-21,600519.SH,219868,7.5113,7.5971,7.4383,7.4533,-0.0367,-0.49,0.2
2004-12-22,600519.SH,316854,7.4404,7.5864,7.3353,7.5756,0.1222,1.64,0.28
2004-12-23,600519.SH,688348,7.5756,7.6765,7.5542,7.5542,-0.0212,-0.28,0.61
2004-12-24,600519.SH,446959,7.5113,7.6937,7.5113,7.6186,0.0642,0.85,0.4
2004-12-27,600519.SH,157084,7.6186,7.7409,7.6186,7.7259,0.1074,1.41,0.14
2004-12-28,600519.SH,292412,7.6186,7.9254,7.6186,7.8696,0.1437,1.86,0.26
2004-12-29,600519.SH,565478,7.9383,8.0435,7.8696,8.0006,0.1306,1.66,0.5
2004-12-30,600519.SH,334500,7.919,7.9941,7.7967,7.8997,-0.1008,-1.26,0.3
2004-12-31,600519.SH,586990,7.8761,8.0907,7.743,7.8632,-0.0363,-0.46,0.52
2005-01-04,600519.SH,234881,7.8117,7.8975,7.7259,7.8224,-0.0409,-0.52,0.21
2005-01-05,600519.SH,613933,7.8117,8.0006,7.7752,7.992,0.1697,2.17,0.55
2005-01-06,600519.SH,552372,7.9405,7.9619,7.8332,7.8546,-0.1375,-1.72,0.49
2005-01-07,600519.SH,300274,7.8332,7.9834,7.8332,7.919,0.0644,0.82,0.27
2005-01-10,600519.SH,1071811,7.919,8.2195,7.919,8.2087,0.2898,3.66,0.95
2005-01-11,600519.SH,500356,8.2109,8.2838,8.198,8.2195,0.0107,0.13,0.44
2005-01-12,600519.SH,338903,8.2152,8.2516,8.1293,8.2409,0.0214,0.26,0.3
2005-01-13,600519.SH,288383,8.1765,8.3375,8.1765,8.2881,0.047,0.57,0.26
2005-01-14,600519.SH,333847,8.2516,8.3053,8.0907,8.1379,-0.15,-1.81,0.3
2005-01-17,600519.SH,181239,8.037,8.1937,7.9641,8.1336,-0.0041,-0.05,0.16
2005-01-18,600519.SH,263820,8.1336,8.2624,8.0907,8.2624,0.1285,1.58,0.23
2005-01-19,600519.SH,265200,8.1551,8.3439,8.1336,8.1379,-0.1248,-1.51,0.24
2005-01-20,600519.SH,97405,8.1207,8.1529,8.0478,8.1358,-0.0024,-0.03,0.09
2005-01-21,600519.SH,317736,8.0692,8.1551,7.8332,8.1336,-0.0024,-0.03,0.28
2005-01-24,600519.SH,417340,8.1443,8.2817,8.0864,8.2109,0.0773,0.95,0.37
2005-01-25,600519.SH,581665,8.2624,8.477,8.1873,8.4534,0.2422,2.95,0.52
2005-01-26,600519.SH,373498,8.4663,8.5414,8.3654,8.4534,0.0,0.0,0.33
2005-01-27,600519.SH,102162,8.389,8.4663,8.389,8.4169,-0.0363,-0.43,0.09
2005-01-28,600519.SH,134123,8.4169,8.4169,8.286,8.389,-0.0278,-0.33,0.12
2005-01-31,600519.SH,116507,8.2838,8.4555,8.2838,8.4469,0.0579,0.69,0.1
2005-02-01,600519.SH,400260,8.3697,8.4341,8.2989,8.3697,-0.0769,-0.91,0.36
2005-02-02,600519.SH,537817,8.3504,8.58,8.3504,8.5521,0.1825,2.18,0.48
2005-02-03,600519.SH,444264,8.5521,8.5521,8.3697,8.4448,-0.1069,-1.25,0.4
2005-02-04,600519.SH,400838,8.4534,8.5521,8.3697,8.5113,0.0667,0.79,0.36
2005-02-16,600519.SH,444063,8.58,8.5843,8.4984,8.5457,0.034,0.4,0.39
2005-02-17,600519.SH,1159168,8.5736,8.5736,8.3268,8.374,-0.1718,-2.01,1.03
2005-02-18,600519.SH,959549,8.3396,8.4341,8.3396,8.4255,0.0519,0.62,0.85
2005-02-21,600519.SH,1062998,8.4298,8.6916,8.4276,8.6487,0.2233,2.65,0.95
2005-02-22,600519.SH,562902,8.6487,8.6916,8.5843,8.668,0.019,0.22,0.5
2005-02-23,600519.SH,564706,8.6873,8.9062,8.6186,8.889,0.221,2.55,0.5
2005-02-24,600519.SH,944726,8.8633,9.2603,8.801,9.2281,0.3387,3.81,0.84
2005-02-25,600519.SH,599053,9.2818,9.2818,9.1272,9.2238,-0.0046,-0.05,0.53
2005-02-28,600519.SH,448344,9.2238,9.4985,9.1594,9.3354,0.1116,1.21,0.4
2005-03-01,600519.SH,550609,9.4213,9.4213,9.1852,9.329,-0.0065,-0.07,0.49
2005-03-02,600519.SH,1139674,9.2024,9.3118,9.1208,9.123,-0.2062,-2.21,1.01
2005-03-03,600519.SH,342985,9.0736,9.2238,9.0564,9.1809,0.0584,0.64,0.3
2005-03-04,600519.SH,436496,9.1058,9.314,9.1058,9.271,0.09,0.98,0.39
2005-03-07,600519.SH,1022284,9.2818,9.6573,9.2818,9.5822,0.3115,3.36,0.91
2005-03-08,600519.SH,658554,9.6573,9.7389,9.5092,9.7131,0.1313,1.37,0.59
2005-03-09,600519.SH,471303,9.7861,10.0393,9.7217,9.8891,0.1758,1.81,0.42
2005-03-10,600519.SH,472621,10.0865,10.0865,9.5071,9.7904,-0.0989,-1.0,0.42
2005-03-11,600519.SH,936231,9.7861,10.0393,9.5929,9.9535,0.1635,1.67,0.83
2005-03-14,600519.SH,1037897,9.829,10.4943,9.7861,10.1552,0.202,2.03,0.92
2005-03-15,600519.SH,578303,10.1509,10.2046,10.0007,10.0608,-0.0944,-0.93,0.51
2005-03-16,600519.SH,682964,9.9792,10.0865,9.8612,10.0608,0.0,0.0,0.61
2005-03-17,600519.SH,501569,10.0222,10.3634,9.9149,10.1917,0.1308,1.3,0.45
2005-03-18,600519.SH,240549,10.1917,10.2153,9.9792,10.1166,-0.0754,-0.74,0.21
2005-03-21,600519.SH,270126,10.0865,10.1831,9.8719,10.0865,-0.0304,-0.3,0.24
2005-03-22,600519.SH,1225920,10.0865,10.5973,10.0436,10.4685,0.3823,3.79,1.09
2005-03-23,600519.SH,1255123,10.4943,10.7733,10.46,10.5222,0.0534,0.51,1.12
2005-03-24,600519.SH,916267,10.5158,10.5479,9.9792,10.0908,-0.4314,-4.1,0.81
2005-03-25,600519.SH,232946,10.0865,10.2797,9.9191,10.1466,0.0555,0.55,0.21
2005-03-28,600519.SH,242851,10.1509,10.5973,10.0865,10.5351,0.3886,3.83,0.22
2005-03-29,600519.SH,244856,10.5351,10.7089,10.3011,10.3248,-0.2107,-2.0,0.22
2005-03-30,600519.SH,248040,10.3011,10.3011,10.108,10.1659,-0.159,-1.54,0.22
2005-03-31,600519.SH,150718,10.0908,10.3441,10.0436,10.3248,0.1586,1.56,0.13
2005-04-01,600519.SH,341085,10.3183,10.7518,10.3011,10.5093,0.1848,1.79,0.3
2005-04-04,600519.SH,542751,10.5093,10.7497,10.3977,10.7175,0.2081,1.98,0.48
2005-04-05,600519.SH,490233,10.7733,10.9428,10.666,10.7196,0.0021,0.02,0.44
2005-04-06,600519.SH,567488,10.7668,11.0072,10.6424,10.9793,0.2594,2.42,0.5
2005-04-07,600519.SH,1243752,10.9879,11.2647,10.7304,10.7475,-0.2317,-2.11,1.11
2005-04-08,600519.SH,450513,10.7475,10.7475,10.3677,10.7089,-0.0387,-0.36,0.4
2005-04-11,600519.SH,912619,10.6874,10.6874,10.2368,10.3441,-0.3652,-3.41,0.81
2005-04-12,600519.SH,199491,10.3484,10.3655,10.1616,10.2089,-0.1355,-1.31,0.18
2005-04-13,600519.SH,868912,10.3655,10.5994,10.3011,10.4921,0.2828,2.77,0.77
2005-04-14,600519.SH,191460,10.4943,10.5544,10.3226,10.5136,0.021,0.2,0.17
2005-04-15,600519.SH,163559,10.6231,10.6231,10.4084,10.4728,-0.041,-0.39,0.15
2005-04-18,600519.SH,295745,10.4471,10.4514,10.1981,10.2067,-0.266,-2.54,0.26
2005-04-19,600519.SH,780795,10.1938,10.2539,9.9578,9.9792,-0.2276,-2.23,0.69
2005-04-20,600519.SH,535762,9.9749,10.0844,9.9406,10.0522,0.0728,0.73,0.48
2005-04-21,600519.SH,280896,10.0007,10.4084,9.9792,10.3591,0.3066,3.05,0.25
2005-04-22,600519.SH,352043,10.372,10.46,10.2797,10.3269,-0.0321,-0.31,0.31
2005-04-25,600519.SH,1270437,10.5372,11.2669,10.4321,11.1596,0.8324,8.06,1.13
2005-04-26,600519.SH,1360923,11.1574,11.4879,11.1167,11.2175,0.058,0.52,1.21
2005-04-27,600519.SH,747270,11.1338,11.3999,11.1188,11.3356,0.1178,1.05,0.66
2005-04-28,600519.SH,852121,11.3356,11.4815,11.2089,11.3742,0.0385,0.34,0.76
2005-04-29,600519.SH,682503,11.224,11.4064,11.1617,11.3742,0.0,0.0,0.61
2005-05-09,600519.SH,765575,11.2669,11.3635,11.0115,11.0566,-0.3173,-2.79,0.68
2005-05-10,600519.SH,644694,10.945,11.0093,10.6874,10.872,-0.1846,-1.67,0.57
2005-05-11,600519.SH,678491,10.8806,10.8806,10.5587,10.5909,-0.2816,-2.59,0.6
2005-05-12,600519.SH,1425051,10.4084,10.8312,10.3119,10.4943,-0.0964,-0.91,1.27
2005-05-13,600519.SH,1507669,10.4106,10.7068,10.299,10.4557,-0.0388,-0.37,1.34
2005-05-16,600519.SH,259641,10.4042,10.5801,10.3398,10.4943,0.0387,0.37,0.23
2005-05-17,600519.SH,772452,10.5158,10.7518,10.4943,10.6552,0.1606,1.53,0.69
2005-05-18,600519.SH,967809,10.7068,10.7089,9.9835,10.3011,-0.3537,-3.32,0.86
2005-05-19,600519.SH,512332,10.3011,10.6552,10.0973,10.5522,0.2513,2.44,0.46
2005-05-20,600519.SH,584502,10.5179,10.7604,10.5179,10.5479,-0.0042,-0.04,0.52
2005-05-23,600519.SH,261457,10.5179,10.7068,10.3011,10.3848,-0.1635,-1.55,0.23
2005-05-24,600519.SH,137917,10.3848,10.4406,10.314,10.3355,-0.0498,-0.48,0.12
2005-05-25,600519.SH,320833,10.314,10.3226,10.2153,10.2582,-0.0775,-0.75,0.29
2005-05-26,600519.SH,1063427,10.2797,10.3033,9.829,9.8827,-0.3754,-3.66,0.95
2005-05-27,600519.SH,1594979,9.7646,9.8505,9.4749,9.6144,-0.2678,-2.71,1.42
2005-05-30,600519.SH,903473,9.4427,9.7002,9.2946,9.5929,-0.0212,-0.22,0.8
2005-05-31,600519.SH,1187976,9.5822,9.7002,9.5028,9.565,-0.0278,-0.29,1.06
2005-06-01,600519.SH,865843,9.5715,9.6573,9.3461,9.5929,0.0277,0.29,0.77
2005-06-02,600519.SH,2529774,9.55,9.55,8.6916,8.8204,-0.7722,-8.05,2.25
2005-06-03,600519.SH,714669,8.6916,9.1208,8.5027,9.0543,0.2337,2.65,0.64
2005-06-06,600519.SH,421356,8.977,9.6144,8.8697,9.5801,0.526,5.81,0.37
2005-06-07,600519.SH,598946,9.6466,9.9149,9.5844,9.7088,0.1284,1.34,0.53
