"地区编码",单位名称,邮政编码,详细地址,评估定级情况,总藏量,电子图书,书架单层总长度,本年新增藏量,本年新增电子图书,当年购买的报刊种类,有效借书证数,总流通人次,书刊文献外借册次,计算机,图书馆网站访问量,实际使用公用房屋建筑面积,实际拥有产权面积,阅览室坐席数,联系电话,组织机构代码,年份
330401,嘉兴市图书馆,314001,嘉兴市海盐塘路,一级馆,0.0,2636538.0,1631900.0,19011.0,126715.0,50000.0,3495.0,278288.0,3812203.0,2301065.0,311.0,1193521.0,31520.0,0.0,811,82535026,2018
330327,苍南县图书馆,325800,苍南县灵溪镇湖滨路58号,一级馆,1198628.0,9997.0,4540.0,48430.0,8000.0,677.0,51287.0,567105.0,645017.0,67.0,69000.0,9185.0,8385.0,770.0,68871060,47078708X,2017
330899,衢州市图书馆,324000,三衢路319号,无等级馆,663172.0,0.0,5080.0,23747.0,0.0,0.0,60607.0,367000.0,712000.0,64.0,18161.0,3000.0,0.0,72.0,8586936,47186581X,2016
330521,德清县图书馆,313200,武康镇千秋东街2号,一级馆,403413.0,142822.0,4537.0,59301.0,10000.0,281.0,26097.0,1031000.0,851208.0,147.0,815398.0,10243.0,10243.0,524.0,8064347,471220296,2016
330103,杭州市下城区图书馆,310014,下城区潮王路8号,一级馆,332862.0,202000.0,408.0,8078.0,0.0,300.0,41566.0,1119452.0,604024.0,55.0,50388.0,4500.0,0.0,641.0,85332517,68580035X,2016
330105,杭州市拱墅区图书馆,310015,拱墅区北城街55号（拱墅区人防大厦B座）,一级馆,0.0,500099.0,20000.0,2492.0,39519.0,20000.0,575.0,40868.0,973243.0,380345.0,47.0,45591.0,9800.0,0.0,2900,88162829,2018
330921,岱山县图书馆,316200,岱山县高亭镇长河路126号,一级馆,0.0,313316.0,803584.0,3967.0,18288.0,0.0,272.0,13996.0,349771.0,258358.0,50.0,25457.0,7591.0,0.0,480,4471570,2018
330682,上虞市图书馆,312300,上虞市百官街道市民中心一路2号,一级馆,613805.0,12819.0,5040.0,53070.0,1050.0,1063.0,40286.0,1324900.0,955642.0,153.0,102269.0,10000.0,0.0,384.0,82192909,767998312,2017
330301,温州市图书馆,325000,温州市市府路506号,一级馆,2835003.0,2375879.0,75600.0,250144.0,21492.0,2268.0,247766.0,4457647.0,2987032.0,419.0,1040037.0,36170.0,32000.0,2443.0,88957525,470523017,2017
331121,青田县图书馆,323900,临江东路56号,三级馆,208472.0,2000000.0,3056.0,17500.0,3000.0,571.0,3680.0,257935.0,48147.0,45.0,46203.0,8472.0,0.0,80.0,6823348,E96586721,2016
330104,江干区图书馆,310016,江干区太平门直街458号,一级馆,0.0,410353.0,350000.0,434.0,35674.0,0.0,490.0,0.0,651209.0,319841.0,54.0,5311.0,3500.0,0.0,747,86753385,2018
331082,临海市图书馆,317000,临海市东湖路35号,一级馆,1062999.0,0.0,3658.0,410330.0,0.0,320.0,43917.0,1263521.0,1104669.0,74.0,357000.0,4450.0,3500.0,415.0,85111366,728441861,2017
331004,台州市路桥区图书馆,318050,台州市路桥区路北街道腾达路1300号,无等级馆,652357.0,1500000.0,8820.0,151907.0,500000.0,993.0,29952.0,1121886.0,689344.0,125.0,24474.0,24690.0,0.0,323.0,82589621,786431960,2017
331126,庆元县图书馆,323800,松源镇濛洲街132号,三级馆,0.0,137998.0,15.0,1246.0,5986.0,200.0,0.0,0.0,172033.0,117925.0,18.0,0.0,1381.0,681.0,80,6113269,2018
331081,温岭市图书馆,317500,浙江省温岭市太平街道溪滨路58号,一级馆,399227.0,121580.0,5532.0,44625.0,0.0,630.0,0.0,2910726.0,455477.0,64.0,260458.0,8065.0,4250.0,291.0,86223922,472723389,2016
331123,遂昌县图书馆,323300,浙江省遂昌县妙高镇公园路95号,三级馆,0.0,210272.0,20000.0,5300.0,13520.0,3000.0,384.0,2943.0,208638.0,70078.0,41.0,13596.0,6200.0,6200.0,400,8122284,2018
330802,柯城区公共图书馆,324000,衢州市兴华街8号,无等级馆,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070712,TJKCWH017,2016
330604,上虞市图书馆,312300,上虞市百官街道市民中心一路2号,一级馆,0.0,682985.0,13678.0,6624.0,69180.0,1835.0,1363.0,42538.0,1219663.0,826060.0,167.0,128228.0,10000.0,0.0,600,82192909,2018
330602,绍兴市越城区图书馆,312000,延安路565号,一级馆,174369.0,3693000.0,1.0,174369.0,3000.0,413.0,2216.0,660084.0,418243.0,64.0,15435.0,4500.0,0.0,500.0,88401317,327887635,2016
330502,湖州市吴兴区图书馆,313000,湖州市吴兴区草荡漾路1号,无等级馆,0.0,66500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12000.0,0,2289752,2018
330329,泰顺县图书馆,325500,泰顺县罗阳镇南大街书山弄3-8号,一级馆,0.0,353011.0,210000.0,1.0,49781.0,10000.0,413.0,31209.0,582148.0,452311.0,162.0,118925.0,8930.0,6500.0,1225,67583693,2018
330902,定海区图书馆,316000,定海区环城西路98号,一级馆,271138.0,7943.0,7100.0,27782.0,0.0,690.0,12991.0,423204.0,513709.0,75.0,3445.0,2800.0,3630.0,415.0,2600303,05955194X,2017
330824,开化县图书馆,324300,开化县城关镇6号,无等级馆,312309.0,125603.0,1480.0,34330.0,80000.0,220.0,7934.0,139136.0,145623.0,77.0,409.0,2065.0,1655.0,208.0,6014288,472001028,2017
330326,平阳县图书馆,325400,平阳县昆阳镇天来巷8号,三级馆,583400.0,324000.0,220.0,26540.0,4000.0,416.0,22147.0,453055.0,309060.0,52.0,5200.0,3286.0,2236.0,362.0,63721597,470760311,2016
330127,淳安县图书馆,311700,千岛湖镇青溪新城珍珠大道珍珠一路111号,二级馆,488278.0,6355.0,381.0,90596.0,0.0,413.0,397778.0,489093.0,231404.0,57.0,0.0,7354.0,1889.0,400.0,64823367,470420122,2017
330304,瓯海区图书馆,325000,娄桥行政中心3号楼4楼,一级馆,671427.0,316782.0,0.0,133026.0,4858.0,641.0,69260.0,1280000.0,1053794.0,111.0,133385.0,29000.0,0.0,877.0,88521692,E94886050,2017
330602,绍兴市越城区图书馆,312000,延安路565号,一级馆,0.0,358816.0,203000.0,3425.0,43965.0,1200.0,536.0,21355.0,1394767.0,686750.0,76.0,77008.0,5927.0,0.0,422,88401318,2018
330302,鹿城区图书馆,325000,浙江省温州市双屿镇牛岭村,无等级馆,942420.0,200750.0,1316.0,20000.0,400.0,46.0,862.0,786188.0,78409.0,58.0,32.0,3026.0,3026.0,265.0,55577826,677227098,2016
331102,丽水市莲都区公共图书馆,323000,浙江省丽水市莲都区解放街505号,无等级馆,0.0,9000.0,0.0,0.0,9000.0,0.0,0.0,15200.0,0.0,53.0,0.0,220.0,0.0,0.0,2186683,323440158,2016
331002,台州市椒江区图书馆,318000,浙江省台州市椒江区东枫山路16号,一级馆,0.0,755510.0,810000.0,1925.0,102993.0,0.0,436.0,22302.0,1660000.0,700689.0,72.0,11584.0,8270.0,3600.0,412,88801732,2018
330424,张元济图书馆,314300,海盐县武原镇文昌东路6号,一级馆,0.0,780903.0,1100000.0,8475.0,29262.0,100000.0,847.0,57892.0,1875000.0,817134.0,140.0,268752.0,11843.0,10743.0,750,86023951,2018
330681,诸暨市图书馆,311800,诸暨市暨阳街道浦阳路77号,一级馆,392564.0,43300.0,7280.0,45272.0,22089.0,644.0,12607.0,1040348.0,142570.0,62.0,503133.0,9000.0,9000.0,502.0,89251969,471480397,2016
330702,婺城区图书馆,321000,金华市临江东路8号,无等级馆,0.0,139186.0,1327215.0,320.0,30088.0,0.0,289.0,4597.0,212848.0,136476.0,53.0,0.0,5200.0,0.0,263,89802003,2018
330522,长兴县图书馆,313100,浙江省长兴县植物园路2号,一级馆,549805.0,3500.0,7250.0,11761.0,1325.0,902.0,52000.0,1184000.0,1011042.0,70.0,1015580.0,11000.0,0.0,800.0,6227911,471260298,2017
330699,绍兴图书馆,312000,浙江省绍兴市延安路565号,一级馆,1539827.0,230525.0,33273.0,98920.0,17298.0,5766.0,158057.0,1973421.0,2051081.0,258.0,470634.0,51913.0,16997.0,2094.0,88338215,471321038,2016
330781,兰溪市图书馆,321100,浙江省兰溪市李渔路180号,一级馆,0.0,324347.0,87570.0,5130.0,20630.0,0.0,470.0,17227.0,271669.0,254476.0,55.0,24236.0,5553.0,5553.0,354,88895607,2018
330111,富阳区图书馆,311400,浙江省富阳市富春街道富春路3号,一级馆,0.0,521491.0,9591000.0,1600.0,26211.0,50000.0,704.0,697662.0,393415.0,1169300.0,84.0,7560.0,3550.0,3550.0,482,63323974,2018
330825,龙游县图书馆,324400,龙游县龙洲街道文化东路534号,二级馆,134657.0,13500.0,2740.0,18570.0,2500.0,185.0,6169.0,199588.0,204626.0,36.0,150519.0,1630.0,1630.0,200.0,7021833,E96276176,2016
331021,玉环县图书馆,317600,浙江台州玉环玉城街道城关广陵路69号,二级馆,261601.0,100000.0,4351.0,43753.0,0.0,379.0,8252.0,810083.0,489890.0,48.0,29813.0,1848.0,1215.0,217.0,87221558,472840024,2016
330205,宁波市江北区图书馆,315020,江北区丽江西路77号,二级馆,437184.0,0.0,736.0,10000.0,0.0,243.0,5404.0,24458.0,142776.0,61.0,700986.0,4500.0,0.0,246.0,87660783,775636442,2016
331127,景宁畲族自治县图书馆,323500,景宁畲族自治县鹤溪中路33号,无等级馆,0.0,128851.0,1112223.0,2269.0,9498.0,4650.0,280.0,8780.0,266743.0,161327.0,29.0,2822.0,3633.0,0.0,200,5093356,2018
331126,庆元县图书馆,323800,松源镇濛洲街132号,三级馆,132012.0,15.0,1246.0,7753.0,200.0,0.0,0.0,165100.0,99135.0,25.0,2200.0,1381.0,681.0,80.0,6113269,472430498,2017
330481,海宁市图书馆,314400,海宁市海马路34号,一级馆,1517573.0,652903.0,31196.0,403794.0,113000.0,2760.0,404230.0,2611819.0,2002534.0,897.0,752031.0,28067.0,0.0,6631.0,89267507,471101123,2016
331002,台州市椒江区图书馆,318000,浙江省台州市椒江区东枫山路16号,一级馆,314368.0,2300000.0,1598.0,10690.0,0.0,365.0,10783.0,991000.0,165313.0,49.0,49628.0,3600.0,3600.0,250.0,88801732,472630238,2016
330102,杭州市上城区图书馆（杭州市上城区非物质文化遗产保护中心）,310000,上城区钱江路与候潮路交叉口（筹）,无等级馆,0.0,128510.0,0.0,0.0,3356.0,0.0,0.0,0.0,150000.0,16800.0,0.0,0.0,9000.0,0.0,0,85239567,2018
331021,玉环市图书馆,317600,浙江台州玉环玉城街道城关广陵路69号,二级馆,0.0,780829.0,100000.0,4815.0,40351.0,0.0,0.0,451695.0,821089.0,770232.0,64.0,24339.0,1848.0,1215.0,302,87221558,2018
330801,衢州市图书馆,324000,三衢路319号,无等级馆,675073.0,4700.0,6589.0,10295.0,0.0,588.0,54873.0,704426.0,519020.0,104.0,56318.0,13105.0,0.0,164.0,8758185,47186581X,2017
330110,杭州市余杭区图书馆,311100,临平世纪大道49号,一级馆,777652.0,1395841.0,6088.0,61593.0,3069.0,1130.0,900000.0,1329460.0,524376.0,145.0,6273.0,10931.0,10931.0,1480.0,89188015,470390867,2016
331127,景宁畲族自治县图书馆,323500,景宁畲族自治县鹤溪中路33号,无等级馆,106287.0,5223.0,2269.0,3117.0,200.0,280.0,6911.0,245770.0,159934.0,46.0,5120.0,3633.0,0.0,100.0,5093356,472550115,2016
330501,湖州市图书馆,313000,龙王山路728号,一级馆,979377.0,380000.0,16289.0,71301.0,150000.0,1024.0,65434.0,1632250.0,1149229.0,160.0,799753.0,15700.0,15700.0,780.0,2399856,471171586,2017
330802,柯城区公共图书馆,324000,衢州市兴华街8号,无等级馆,723300.0,0.0,4.0,33000.0,0.0,0.0,52000.0,0.0,0.0,40.0,0.0,2500.0,2500.0,120.0,3070712,TJKCWH017,2017
330206,宁波大榭开发区图书馆（青少年宫）,315812,宁波北仑区大榭街道海山路103号,无等级馆,0.0,107152.0,6000.0,1691.0,13468.0,3000.0,464.0,3391.0,85483.0,60545.0,40.0,0.0,3006.0,3006.0,207,86751562,2018
330108,杭州市滨江区图书馆,310000,杭州市滨江区泰安路200号滨江文化中心6楼,无等级馆,243348.0,1015729.0,0.0,34783.0,0.0,684.0,36044.0,536882.0,490455.0,88.0,0.0,7000.0,0.0,787.0,87702381,TJ3001084,2017
330225,象山县图书馆,315700,丹东街道教育园区内,一级馆,433982.0,0.0,3350.0,12377.0,0.0,468.0,27629.0,176236.0,358798.0,58.0,2586092.0,7080.0,2880.0,396.0,65776720,41957533X,2016
330782,义乌市图书馆,322000,义乌市宗泽东路35号,一级馆,0.0,1077461.0,161606.0,15150.0,148867.0,0.0,1100.0,82585.0,1335900.0,667900.0,100.0,0.0,21658.0,21658.0,1580,85313300,2018
330903,普陀区图书馆,316100,舟山市普陀区东港海华路589号,一级馆,179285.0,3602000.0,3767.0,11381.0,40.0,446.0,3767.0,185225.0,128000.0,69.0,37082.0,3241.0,0.0,252.0,3806697,472170411,2016
330723,武义县图书馆,321200,武川中路18号,一级馆,285475.0,58272.0,7914.0,10876.0,13000.0,310.0,8957.0,298511.0,190116.0,53.0,17033.0,6090.0,6090.0,347.0,87631595,471651061,2016
330723,武义县图书馆,321200,武川中路18号,一级馆,315182.0,73272.0,9914.0,12275.0,8000.0,253.0,10705.0,336128.0,217742.0,50.0,23346.0,7007.0,7007.0,347.0,87631595,471651061,2017
330921,岱山县图书馆,316200,岱山县高亭镇长河路126号,一级馆,263633.0,803584.0,3661.0,21302.0,0.0,265.0,8543.0,208111.0,242592.0,49.0,20932.0,3000.0,0.0,260.0,4471570,472200449,2016
330299,宁波市图书馆,315010,浙江省宁波市海曙区永丰路135号,二级馆,1986214.0,3353477.0,17414.0,99014.0,100000.0,1829.0,140869.0,1368234.0,2624757.0,276.0,8721300.0,15368.0,10812.0,1106.0,87247257,41952927X,2016
330781,兰溪市图书馆,321100,浙江省兰溪市李渔路180号,一级馆,303717.0,87570.0,5130.0,13235.0,60000.0,547.0,15709.0,226421.0,214583.0,55.0,24378.0,5553.0,5553.0,284.0,88895607,TJ0781038,2017
331082,临海市图书馆,317000,临海市东湖路35号,一级馆,0.0,1145468.0,0.0,3658.0,82469.0,0.0,318.0,54208.0,1263522.0,1203168.0,81.0,583205.0,4450.0,3500.0,593,85111366,2018
331127,景宁畲族自治县图书馆,323500,景宁畲族自治县鹤溪中路33号,无等级馆,119353.0,1112223.0,2269.0,5559.0,1003000.0,280.0,7248.0,265805.0,161167.0,46.0,7100.0,3633.0,0.0,200.0,5093356,472550115,2017
330127,淳安县图书馆,311700,千岛湖镇排岭南路54号,二级馆,380746.0,3355.0,479.0,72191.0,3000.0,361.0,382529.0,224458.0,261035.0,104.0,0.0,2500.0,1889.0,322.0,24817016,470420122,2016
330681,诸暨市图书馆,311800,诸暨市暨阳街道浦阳路77号,一级馆,617013.0,70811.0,7280.0,37060.0,19965.0,695.0,26310.0,1034283.0,405000.0,69.0,407311.0,9000.0,9000.0,577.0,89251969,471480397,2017
330326,平阳县图书馆,325400,平阳县昆阳镇天来巷8号,三级馆,584323.0,324000.0,220.0,44560.0,0.0,430.0,41582.0,786708.0,453546.0,47.0,7641.0,3286.0,2236.0,242.0,63721597,470760311,2017
330727,磐安县图书馆,322300,磐安县海螺街43号,一级馆,0.0,279424.0,8900.0,5927.0,21843.0,0.0,368.0,5777.0,168593.0,87862.0,43.0,181528.0,3036.0,3036.0,200,84661410,2018
330301,温州市少儿图书馆,325000,温州市园西巷2号,一级馆,1168973.0,45173.0,5074.0,90728.0,13735.0,560.0,143036.0,1346782.0,1668545.0,114.0,2620818.0,9416.0,9416.0,876.0,56610187,735251679,2017
330681,诸暨市图书馆,311800,诸暨市暨阳街道浦阳路77号,一级馆,0.0,849316.0,85414.0,7280.0,231608.0,45000.0,695.0,31358.0,1045238.0,647247.0,69.0,429520.0,9000.0,9000.0,577,89251969,2018
330203,宁波市海曙区图书馆,315000,宁波市海曙区沁园街345号海曙区文体中心一层,一级馆,0.0,245044.0,53000.0,2211.0,48984.0,5000.0,418.0,17075.0,2024378.0,830659.0,68.0,6450.0,5400.0,5400.0,348,87122351,2018
331122,缙云县图书馆,321400,缙云县五云街道溪滨南路45号,二级馆,0.0,402889.0,437144.0,8670.0,24179.0,360444.0,940.0,11885.0,1445454.0,698570.0,84.0,7401.0,13936.0,4300.0,2000,3122622,2018
330185,临安市图书馆,311300,临安市锦城街道城中街261号,一级馆,0.0,785497.0,390000.0,6971.0,72962.0,50000.0,935.0,57487.0,1024547.0,719355.0,92.0,21081.0,8401.0,8401.0,594,63722018,2018
330902,定海区图书馆,316000,定海区环城西路98号,一级馆,0.0,310068.0,82300.0,7100.0,36406.0,5000.0,567.0,14769.0,402944.0,535427.0,75.0,189.0,2800.0,3630.0,415,2600303,2018
330782,义乌市图书馆,322000,义乌市南门街302号,一级馆,692006.0,161606.0,15000.0,46800.0,0.0,1475.0,47940.0,564200.0,454000.0,106.0,100000.0,21658.0,21658.0,1520.0,85313300,471770781,2016
