"地区编码",单位名称,邮政编码,详细地址,评估定级情况,总藏量,电子图书,书架单层总长度,本年新增藏量,本年新增电子图书,当年购买的报刊种类,有效借书证数,总流通人次,书刊文献外借册次,计算机,图书馆网站访问量,实际使用公用房屋建筑面积,实际拥有产权面积,阅览室坐席数,联系电话,组织机构代码,年份
330903,普陀区图书馆,316100,舟山市普陀区东港海华路589号,一级馆,0.0,335189.0,1006400.0,10767.0,16097.0,2400.0,491.0,49275.0,651400.0,719452.0,143.0,36170.0,8296.0,0.0,600,3806697,2018
330322,洞头县图书馆,325700,洞头县北岙街道新城区市民活动中心,一级馆,283724.0,200288.0,2890.0,23089.0,38.0,127.0,12336.0,111431.0,193172.0,62.0,114778.0,4150.0,4050.0,338.0,63483931,470651828,2017
330501,湖州市图书馆,313000,龙王山路728号,一级馆,0.0,1049059.0,519770.0,16289.0,69682.0,139770.0,1024.0,75187.0,1754025.0,1313837.0,160.0,828469.0,16300.0,15395.0,780,2399856,2018
330225,象山县图书馆,315700,丹东街道教育园区内,一级馆,0.0,561914.0,1000000.0,3500.0,29300.0,0.0,220.0,26117.0,400000.0,390000.0,62.0,310514.0,4080.0,2880.0,396,65776720,2018
331002,台州市椒江区图书馆,318000,浙江省台州市椒江区东枫山路16号,一级馆,693487.0,2469971.0,1870.0,154981.0,154971.0,436.0,18938.0,1661231.0,706007.0,51.0,19189.0,7380.0,3600.0,382.0,88801732,472630238,2017
330624,新昌县图书馆,312500,新昌县七星街道鼓山西路128号,一级馆,372295.0,252200.0,674.0,55295.0,1800.0,1100.0,3176.0,580911.0,222942.0,96.0,68090.0,6000.0,6000.0,400.0,86022506,471450200,2017
330382,乐清市图书馆,325600,乐清市乐成镇南大街109号,一级馆,705588.0,1250000.0,6000.0,127172.0,200000.0,1433.0,56356.0,2328624.0,868908.0,122.0,29864.0,31645.0,0.0,3000.0,62526562,470681306,2017
330922,嵊泗县图书馆,202450,嵊泗县菜园镇望海路393号,二级馆,0.0,143861.0,4545.0,3722.0,7598.0,872.0,361.0,3310.0,28518.0,58481.0,50.0,57871.0,3700.0,0.0,152,5089148,2018
330281,余姚市图书馆,315400,浙江省余姚市舜水南路106号,一级馆,0.0,731135.0,2378606.0,6581.0,31818.0,100583.0,639.0,34683.0,567728.0,1105568.0,58.0,89136.0,3184.0,2287.0,180,62705920,2018
330726,浦江县图书馆,322200,浙江省浦江县浦阳镇书画街62＃,一级馆,344067.0,115324.0,5250.0,35225.0,11166.0,369.0,14893.0,312200.0,188200.0,65.0,8847.0,2500.0,2500.0,280.0,84112451,471680049,2017
330825,龙游县图书馆,324400,龙游县龙洲街道文化东路534号,二级馆,0.0,221828.0,40000.0,3152.0,25008.0,20000.0,135.0,13442.0,221121.0,216987.0,41.0,552439.0,2140.0,1630.0,300,7021833,2018
330282,慈溪市图书馆,315300,慈溪市新城大道北路55号,一级馆,0.0,2008438.0,2001353.0,13726.0,40868.0,2768.0,8906.0,78860.0,863434.0,805353.0,1603.0,1504086.0,52616.0,15018.0,1783,63035705,2018
330182,建德市图书馆,311600,建德市广兴路10号,一级馆,611567.0,57200.0,4980.0,51982.0,0.0,630.0,470000.0,441000.0,334000.0,91.0,24135.0,4295.0,4295.0,402.0,64070880,470482585,2016
331125,云和县图书馆,323600,云和县公园路100号,一级馆,0.0,224833.0,3630336.0,5141.0,26453.0,1580136.0,275.0,14234.0,251341.0,145442.0,72.0,20387.0,6205.0,0.0,460,5121509,2018
330503,湖州市南浔区图书馆,313009,湖州市南浔镇向阳路601号,无等级馆,0.0,601520.0,2821890.0,3750.0,30332.0,25638.0,352.0,0.0,495164.0,290382.0,99.0,18182.0,4600.0,4600.0,420,3023169,2018
330324,永嘉县图书馆,325100,永嘉县上塘镇广场路61号,二级馆,0.0,657458.0,300000.0,3456.0,91326.0,50000.0,796.0,35098.0,665523.0,548732.0,56.0,0.0,18635.0,1740.0,450,57673799,2018
330206,宁波市北仑区图书馆,315800,宁波市北仑区中河南路288号,一级馆,734185.0,2004800.0,56355.0,54360.0,0.0,1211.0,45768.0,995000.0,1557000.0,90.0,102950.0,16610.0,16610.0,800.0,86781983,419560306,2017
330723,武义县图书馆,321200,武川中路18号,一级馆,0.0,332665.0,81272.0,9914.0,17483.0,8000.0,258.0,11702.0,340673.0,219479.0,50.0,29132.0,7007.0,7007.0,347,87631595,2018
330481,海宁市图书馆,314400,海宁市学林街60-62号,一级馆,0.0,1898568.0,1247000.0,31196.0,141069.0,14000.0,2475.0,428985.0,3334875.0,2290676.0,835.0,824945.0,31576.0,0.0,6811,89267507,2018
330212,宁波市鄞州区图书馆,315100,浙江省宁波市鄞州区钱湖南路928号,一级馆,0.0,2109693.0,1410000.0,7500.0,116867.0,0.0,2300.0,651273.0,4754488.0,1987167.0,374.0,36130.0,28594.0,0.0,1498,88126558,2018
330182,建德市图书馆,311600,建德市广兴路10号,一级馆,695192.0,59438.0,5088.0,33584.0,630.0,585.0,470000.0,551700.0,415000.0,66.0,22000.0,6037.0,6037.0,392.0,64070880,470482585,2017
330703,金华市金东区公共图书馆,321000,金华市金东区艾青路丽泽公园内（金华一中北门对面）,无等级馆,98000.0,0.0,8.0,5000.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,3615.0,3615.0,180.0,82172160,123307037,2017
331126,庆元县图书馆,323800,松源镇濛洲街132号,三级馆,114442.0,12.0,1246.0,9000.0,5.0,170.0,3904.0,56800.0,28671.0,47.0,0.0,681.0,681.0,80.0,6113269,472430498,2016
331181,龙泉市图书馆,323700,龙泉市贤良路人民广场内,二级馆,192789.0,4603350.0,1786.0,13358.0,102850.0,411.0,7123.0,258767.0,171329.0,69.0,7937.0,5444.0,3678.0,375.0,7128713,472401419,2016
330110,杭州市余杭区图书馆,311100,临平世纪大道49号,一级馆,0.0,1271474.0,1413043.0,6873.0,57384.0,2888.0,270.0,1466.0,78762.0,921197.0,143.0,74544.0,10931.0,10931.0,477,89188015,2018
330108,杭州市滨江区图书馆,310000,杭州市滨江区泰安路200号滨江文化中心6楼,一级馆,0.0,365550.0,1215729.0,0.0,122202.0,0.0,566.0,32841.0,925565.0,542373.0,88.0,0.0,7000.0,0.0,787,87702381,2018
330784,永康市图书馆,321300,永康市紫微中路138号,一级馆,470006.0,1005000.0,870.0,23000.0,3000.0,643.0,25051.0,394524.0,345922.0,71.0,10455.0,8453.0,8453.0,241.0,87135370,471831951,2017
330225,象山县图书馆,315700,丹东街道教育园区内,一级馆,476799.0,1000000.0,3350.0,29176.0,0.0,368.0,35497.0,407340.0,300753.0,60.0,307364.0,7080.0,2880.0,396.0,65776720,41957533X,2017
330283,奉化区图书馆,315500,奉化区中山东路16号,一级馆,0.0,258495.0,2515.0,1000.0,46229.0,310.0,428.0,24341.0,578976.0,519884.0,51.0,221546.0,17043.0,35.0,423,88905922,2018
330324,永嘉县图书馆,325100,永嘉县上塘镇广场路61号,二级馆,431832.0,250000.0,3456.0,36608.0,0.0,568.0,7933.0,344051.0,147041.0,185.0,235000.0,4857.0,1740.0,450.0,67252930,734535354,2016
330599,湖州市图书馆,313000,龙王山路728号,一级馆,864198.0,88800.0,15489.0,54642.0,0.0,1061.0,58180.0,1400106.0,1071504.0,230.0,129873.0,15700.0,15700.0,570.0,2399856,471171586,2016
330105,杭州市拱墅区图书馆,310015,拱墅区北城街55号（拱墅区人防大厦B座）,一级馆,460580.0,3000.0,2492.0,37457.0,0.0,580.0,29846.0,993197.0,335934.0,50.0,7934.0,9000.0,0.0,700.0,88162829,TJ0503011,2017
330824,开化县图书馆,324300,开化县城关镇6号,无等级馆,0.0,329492.0,163026.0,1480.0,17183.0,54000.0,221.0,8180.0,140156.0,152130.0,93.0,5569.0,2065.0,1655.0,208,6014288,2018
330282,慈溪市图书馆,315300,慈溪市新城大道北路55号,一级馆,715004.0,0.0,5664.0,48772.0,0.0,1695.0,62598.0,599837.0,452548.0,260.0,123507.0,15018.0,15018.0,1000.0,63035705,419687913,2016
331121,青田县图书馆,323900,临江东路56号,三级馆,0.0,238430.0,180000.0,11708.0,28828.0,180000.0,634.0,11696.0,1020081.0,228298.0,148.0,65500.0,5580.0,2380.0,266,6823348,2018
330601,绍兴图书馆,312000,浙江省绍兴市洋江西路530号,一级馆,1774257.0,236045.0,35461.0,141650.0,5414.0,2933.0,188143.0,1893780.0,1993300.0,304.0,290531.0,51913.0,16997.0,2094.0,88338215,471321038,2017
330483,桐乡市图书馆,314500,市政广场西侧,一级馆,0.0,1374261.0,158000.0,4368.0,121563.0,3000.0,700.0,115904.0,2364783.0,1058538.0,80.0,138712.0,13595.0,0.0,1394,88113636,2018
330482,平湖市图书馆,314200,当湖街道三港路,一级馆,984392.0,2602992.0,8054.0,46688.0,50000.0,1648.0,83351.0,2164822.0,1180208.0,191.0,5697377.0,13730.0,7720.0,1647.0,85108268,471141424,2017
330106,杭州市西湖区图书馆,310007,杭州市西湖区古墩路413号,一级馆,761115.0,0.0,128.0,36999.0,0.0,526.0,38085.0,807111.0,1805131.0,57.0,309220.0,3200.0,0.0,300.0,87981283,78239260X,2017
330783,东阳市图书馆,322100,东阳市黉门广场南路45号,一级馆,402231.0,20000.0,6657.0,24863.0,20000.0,578.0,20589.0,339116.0,335950.0,76.0,92101.0,5546.0,5156.0,365.0,86099294,660566579,2017
330226,宁海县图书馆,315600,宁海县桃源街道桃源北路9号,一级馆,438990.0,1020000.0,5540.0,22380.0,0.0,465.0,29755.0,220720.0,608575.0,94.0,22000.0,5000.0,5000.0,420.0,83556058,002966079,2017
330624,新昌县图书馆,312500,新昌县七星街道鼓山西路128号,一级馆,0.0,450696.0,254000.0,6893.0,78401.0,1800.0,1084.0,30350.0,600500.0,223542.0,98.0,47787.0,6000.0,6000.0,450,86022506,2018
330803,衢江区图书馆,324022,衢江区府前路6号,二级馆,119000.0,0.0,0.0,15000.0,0.0,0.0,130.0,20000.0,13100.0,32.0,0.0,1600.0,1600.0,126.0,38389700,003308502,2016
331125,云和县图书馆,323600,云和县公园路100号,一级馆,198380.0,2050200.0,5141.0,16178.0,40100.0,292.0,13743.0,150568.0,140349.0,72.0,15000.0,6205.0,0.0,460.0,5121509,472370683,2017
330105,杭州市拱墅区图书馆,310015,台州路运河广场1号,一级馆,399800.0,10000.0,2160.0,170800.0,0.0,600.0,20000.0,820000.0,500000.0,114.0,48342.0,2500.0,0.0,288.0,88162801,TJ0503011,2016
330122,桐庐县图书馆,311500,桐君街道白云源路608号,一级馆,623552.0,933000.0,8895.0,52512.0,10000.0,591.0,422331.0,235993.0,467251.0,79.0,75382.0,7760.0,1560.0,373.0,64218555,470300067,2017
330108,杭州市滨江区图书馆,310000,杭州市滨安路高新区后勤服务中心三楼,无等级馆,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87702381,TJ3001084,2016
330203,宁波市海曙区图书馆,315000,宁波市海曙区沁园街345号海曙区文体中心一层,一级馆,196060.0,46000.0,2211.0,16954.0,200.0,350.0,8806.0,2024367.0,716819.0,68.0,5000.0,2200.0,5400.0,348.0,87122351,775639379,2017
330281,余姚市图书馆,315400,浙江省余姚市舜水南路106号,一级馆,699317.0,2276264.0,6581.0,59168.0,50000.0,640.0,32501.0,483579.0,1132826.0,58.0,655909.0,2493.0,3184.0,180.0,62705920,419642408,2017
330783,东阳市图书馆,322100,东阳市黉门广场南路45号,一级馆,0.0,516106.0,40000.0,6837.0,113875.0,20000.0,508.0,24315.0,419254.0,340120.0,76.0,21503.0,5546.0,5156.0,365,86099294,2018
330503,湖州市南浔区图书馆,313009,湖州市南浔镇向阳路601号,无等级馆,571188.0,2820075.0,3750.0,278150.0,23823.0,329.0,15983.0,353201.0,233633.0,99.0,16822.0,4600.0,4600.0,420.0,3023169,564446702,2017
330783,东阳市图书馆,322100,东阳市黉门广场南路45号,一级馆,357712.0,5476.0,6657.0,23559.0,5000.0,533.0,25032.0,174515.0,176380.0,81.0,0.0,5156.0,5156.0,324.0,86862605,660566579,2016
330903,普陀区图书馆,316100,舟山市普陀区东港海华路589号,一级馆,319092.0,1224400.0,10767.0,19511.0,4400.0,522.0,47922.0,646481.0,682000.0,143.0,47269.0,8296.0,0.0,600.0,3806697,472170411,2017
331124,松阳县图书馆,323400,松阳县西屏镇白露岭路A2号,二级馆,212229.0,1300000.0,360.0,8729.0,1300000.0,490.0,3989.0,78000.0,95840.0,39.0,10000.0,3119.0,3119.0,176.0,8062339,472520581,2016
330327,苍南县图书馆,325800,苍南县灵溪镇湖滨路58号,一级馆,1115046.0,34489.0,4060.0,67338.0,0.0,603.0,33228.0,480000.0,520309.0,80.0,62300.0,9185.0,8385.0,770.0,68871060,47078708X,2016
330702,婺城区图书馆,321000,金华市临江东路8号,无等级馆,109098.0,1327215.0,320.0,29098.0,307000.0,276.0,3822.0,230000.0,131676.0,53.0,86541.0,5200.0,0.0,263.0,89802003,056894066,2017
330101,浙江图书馆,310007,杭州曙光路73号,一级馆,6906382.0,2545420.0,122923.0,329549.0,797240.0,8057.0,60833.0,4582651.0,1676288.0,811.0,1.9562972E7,57000.0,51732.0,1500.0,87988591,470049722,2017
331125,云和县图书馆,323600,云和县公园路100号,一级馆,192419.0,1003800.0,4476.0,19296.0,1800.0,270.0,4118.0,109820.0,100603.0,57.0,34520.0,3205.0,3205.0,450.0,5121509,472370683,2016
331102,丽水市莲都区图书馆,323000,浙江省丽水市莲都区人民街557号,无等级馆,0.0,131233.0,828000.0,617.0,85762.0,772100.0,391.0,11321.0,624400.0,178278.0,53.0,61733.0,4600.0,0.0,706,2186683,2018
330424,张元济图书馆,314300,海盐县武原镇文昌东路6号,一级馆,670090.0,380000.0,8313.0,43372.0,80000.0,853.0,52416.0,1200000.0,671110.0,140.0,801526.0,11843.0,10743.0,750.0,86023951,47103029X,2016
331102,丽水市莲都区图书馆,323000,浙江省丽水市莲都区人民街557号,无等级馆,45471.0,28000.0,617.0,37438.0,18900.0,0.0,0.0,92500.0,68321.0,53.0,0.0,4600.0,0.0,606.0,2186683,323440158,2017
330110,杭州市余杭区图书馆,311100,临平世纪大道49号,一级馆,899096.0,1352430.0,6873.0,59194.0,3333.0,1196.0,950919.0,1121291.0,651521.0,123.0,108770.0,10931.0,10931.0,1260.0,89188015,470390867,2017
330602,绍兴市越城区图书馆,312000,延安路565号,一级馆,303673.0,201800.0,3425.0,68222.0,1800.0,410.0,13780.0,1355955.0,621843.0,75.0,28313.0,5864.0,0.0,522.0,88401318,327887635,2017
330203,宁波市图书馆,315010,浙江省宁波市海曙区永丰路135号,二级馆,0.0,2713388.0,3395347.0,27356.0,335093.0,145000.0,2348.0,192541.0,1375650.0,2656946.0,407.0,5.4956742E7,47168.0,10812.0,2503,87247257,2018
330782,义乌市图书馆,322000,义乌市宗泽东路35号,一级馆,928594.0,161606.0,15000.0,116036.0,0.0,1475.0,72263.0,1214500.0,606000.0,100.0,480000.0,21658.0,21658.0,1520.0,85313300,471770781,2017
330304,瓯海区图书馆,325000,娄桥行政中心3号楼4楼,一级馆,0.0,895757.0,322812.0,0.0,224330.0,6030.0,640.0,85029.0,1301000.0,1313300.0,111.0,347965.0,29000.0,0.0,877,88521692,2018
330329,泰顺县图书馆,325500,泰顺县罗阳镇南大街书山弄3-8号,一级馆,303667.0,200000.0,1.0,38495.0,0.0,407.0,23039.0,395698.0,303743.0,161.0,68391.0,8390.0,6500.0,1045.0,67583693,470830455,2017
330701,金华市少儿童图书馆,321000,金华市婺江东路238号,二级馆,413796.0,26729.0,525.0,30853.0,20226.0,891.0,21588.0,376000.0,380000.0,93.0,40400.0,3700.0,0.0,80.0,82325322,471543159,2017
330921,岱山县图书馆,316200,岱山县高亭镇长河路126号,一级馆,295028.0,803584.0,3861.0,14536.0,0.0,267.0,10388.0,273427.0,255726.0,50.0,10732.0,7591.0,0.0,410.0,4471570,472200449,2017
330305,洞头县图书馆,325700,洞头县北岙街道新城区市民活动中心,一级馆,0.0,320296.0,200288.0,2890.0,36572.0,0.0,133.0,14350.0,164945.0,179372.0,62.0,87449.0,4150.0,4050.0,338,63483931,2018
330801,衢州市图书馆,324000,三衢路319号,无等级馆,0.0,731311.0,4700.0,6589.0,56238.0,0.0,588.0,56654.0,750380.0,481500.0,104.0,120955.0,13105.0,0.0,164,8758185,2018
331081,温岭市图书馆,317500,浙江省温岭市太平街道溪滨路58号,一级馆,1461504.0,123930.0,5532.0,457473.0,0.0,630.0,39234.0,9901049.0,1483544.0,66.0,189733.0,18665.0,4250.0,403.0,86223922,472723389,2017
330881,江山市图书馆,324100,江山市江路18－2号,二级馆,225890.0,3800.0,4600.0,19355.0,1800.0,365.0,15289.0,238473.0,256250.0,49.0,0.0,2007.0,0.0,208.0,4020711,472061995,2016
331122,缙云县图书馆,321400,缙云县五云街道溪滨南路45号,二级馆,378710.0,76700.0,8470.0,23114.0,536.0,936.0,10413.0,599906.0,368716.0,84.0,7220.0,6535.0,4300.0,735.0,3122622,472461091,2017
331022,三门县图书馆,317100,三门县上洋路261号,二级馆,0.0,388150.0,46766.0,611.0,36520.0,0.0,365.0,16614.0,833300.0,388956.0,45.0,6929.0,2763.0,2023.0,414,83379152,2018
330503,湖州市南浔区图书馆,313009,湖州市南浔镇向阳路601号,无等级馆,266289.0,80000.0,3750.0,17320.0,0.0,329.0,7286.0,302310.0,284400.0,94.0,84510.0,4600.0,4600.0,420.0,3023369,564446702,2016
331123,遂昌县图书馆,323300,浙江省遂昌县妙高镇公园路95号,三级馆,197724.0,16000.0,2122.0,32412.0,3000.0,331.0,6800.0,76128.0,70802.0,40.0,3576.0,1700.0,1700.0,170.0,8122284,472490511,2017
331004,台州市路桥区图书馆,318050,台州市路桥区路北街道腾达路1300号,无等级馆,0.0,736315.0,1600000.0,8820.0,58196.0,100000.0,884.0,4818.0,1122166.0,689464.0,120.0,23930.0,24690.0,0.0,323,82589621,2018
330399,温州市少儿图书馆,325000,温州市园西巷2号,一级馆,1000184.0,15008.0,5074.0,81893.0,1000.0,628.0,117715.0,1168000.0,1227000.0,130.0,2214986.0,9416.0,9416.0,876.0,56610185,735251679,2016
330329,泰顺县图书馆,325500,泰顺县罗阳镇南大街书山弄3-8号,一级馆,191723.0,200000.0,6.0,20103.0,0.0,269.0,9067.0,171000.0,123247.0,69.0,15080.0,7966.0,1020.0,512.0,67583693,470830455,2016
330682,上虞市图书馆,312300,上虞市百官街道市民中心一路2号,一级馆,509105.0,10698.0,5040.0,52967.0,3200.0,992.0,34404.0,873250.0,1033786.0,137.0,158724.0,10000.0,0.0,384.0,82192909,767998312,2016
330109,杭州市萧山图书馆,311202,萧山区市心中路958号,一级馆,0.0,3056668.0,142485.0,3906.0,208761.0,0.0,814.0,1572116.0,1411573.0,550133.0,166.0,42670.0,30000.0,0.0,1268,83869047,2018
330328,文成县图书馆,325300,文成县大峃伯温路118号,二级馆,0.0,490997.0,220000.0,2070.0,13637.0,0.0,948.0,22534.0,515804.0,385919.0,147.0,42226.0,10141.0,10141.0,680,67864376,2018
330101,杭州图书馆,310016,杭州市解放东路58号,一级馆,5640120.0,1012729.0,63200.0,411281.0,0.0,3943.0,650533.0,5142926.0,3134204.0,360.0,1.1228655E7,49488.0,0.0,3949.0,86535018,470115232,2017
330328,文成县图书馆,325300,文成县大峃伯温路118号,二级馆,477360.0,220000.0,2010.0,19479.0,0.0,772.0,21501.0,488922.0,340267.0,147.0,40240.0,10141.0,10141.0,630.0,67864376,470800619,2017
330521,德清县图书馆,313200,武康镇千秋东街2号,一级馆,496675.0,292822.0,4537.0,49412.0,100000.0,281.0,40143.0,1103500.0,758000.0,147.0,1166115.0,10243.0,10243.0,524.0,8064347,471220296,2017
330922,嵊泗县图书馆,202450,嵊泗县菜园镇望海路393号,二级馆,136263.0,4545.0,3722.0,7011.0,872.0,361.0,2993.0,28900.0,66456.0,50.0,5591.0,3700.0,0.0,152.0,5089148,472230736,2017
331081,温岭市图书馆,317500,浙江省温岭市太平街道溪滨路58号,一级馆,0.0,1576316.0,123930.0,5532.0,114269.0,0.0,630.0,71021.0,9901050.0,1562349.0,66.0,77690.0,18665.0,4250.0,403,86223922,2018
330523,安吉县图书馆,313300,安吉县递铺镇天目路635号,一级馆,0.0,312376.0,50000.0,3760.0,8376.0,0.0,220.0,18000.0,260000.0,140000.0,42.0,180000.0,4600.0,3600.0,340,5022335,2018
330322,洞头县图书馆,325700,洞头县北岙街道新城区市民活动中心,一级馆,239863.0,200250.0,2783.0,11422.0,0.0,118.0,8171.0,85718.0,106976.0,62.0,57891.0,4150.0,4050.0,310.0,63483931,470651828,2016
330111,富阳区图书馆,311400,浙江省富阳市富春街道富春路3号,一级馆,436887.0,9370000.0,1560.0,43387.0,170000.0,757.0,600000.0,195749.0,879462.0,72.0,58121.0,3550.0,3550.0,411.0,63323974,47033331X,2016
330881,江山市图书馆,324100,江山市江路18－2号,二级馆,0.0,308139.0,11500.0,5800.0,35100.0,4100.0,365.0,18346.0,370260.0,342262.0,54.0,0.0,2257.0,0.0,308,4020711,2018
331181,龙泉市图书馆,323700,龙泉市贤良路人民广场内,二级馆,219196.0,4604200.0,1786.0,14940.0,1450.0,321.0,9647.0,283257.0,181531.0,110.0,5840.0,5444.0,3678.0,400.0,7128713,472401419,2017
330683,嵊州市图书馆,312400,嵊州市龙会路26号,一级馆,546608.0,4053.0,28590.0,7839.0,3053.0,554.0,19392.0,820198.0,523571.0,63.0,21954.0,3160.0,3160.0,350.0,83011103,681694019,2016
330901,舟山市图书馆,316000,舟山市临城海天大道,一级馆,0.0,1031352.0,76792.0,14871.0,46673.0,82.0,1561.0,90983.0,729818.0,664232.0,189.0,166212.0,12360.0,12360.0,672,8063608,2018
330103,杭州市下城区图书馆,310014,下城区潮王路8号,一级馆,360000.0,202500.0,450.0,14628.0,0.0,300.0,45000.0,1180000.0,530000.0,57.0,200000.0,4500.0,0.0,650.0,85332517,68580035X,2017
330799,金华严济慈图书馆（金华市图书馆）,321000,永康街288号,一级馆,348470.0,814645.0,7460.0,81836.0,2575.0,797.0,34182.0,349822.0,286308.0,106.0,116000.0,12000.0,12000.0,520.0,82069522,556195130,2016
331022,三门县图书馆,317100,三门县上洋路261号,二级馆,351630.0,45217.0,522.0,32730.0,9383.0,389.0,11273.0,833000.0,402384.0,45.0,7010.0,2677.0,2023.0,164.0,83379152,754904102,2017
330324,永嘉县图书馆,325100,永嘉县上塘镇广场路61号,二级馆,597021.0,250000.0,3456.0,122700.0,0.0,798.0,28182.0,558765.0,495842.0,218.0,0.0,4857.0,1740.0,450.0,57673799,734535354,2017
330109,杭州市萧山图书馆,311202,萧山区市心中路958号,一级馆,2847907.0,142485.0,3906.0,55013.0,0.0,833.0,1571510.0,1138300.0,474121.0,160.0,68155.0,30000.0,0.0,1116.0,83869047,470450110,2017
330421,嘉善县图书馆,314100,谈公北路57号,一级馆,965931.0,500992.0,7360.0,18881.0,200.0,1228.0,284751.0,2180894.0,865958.0,62.0,386554.0,4302.0,4302.0,308.0,84128543,471001392,2017
330122,桐庐县图书馆,311500,桐君街道白云源路608号,一级馆,530560.0,709200.0,8895.0,39785.0,3600.0,579.0,21470.0,241329.0,383311.0,111.0,78560.0,7760.0,1560.0,373.0,64218552,470300067,2016
330303,温州市龙湾区图书馆,325058,温州市龙湾区永中街道龙康路89号,一级馆,454121.0,1390995.0,486.0,50257.0,30673.0,489.0,31316.0,1051005.0,574510.0,99.0,226347.0,12145.0,0.0,796.0,86968257,660595003,2017
330701,金华市少儿童图书馆,321000,金华市婺江东路238号,二级馆,0.0,453983.0,46581.0,551.0,40187.0,19852.0,857.0,22665.0,433000.0,440000.0,97.0,45000.0,7661.0,0.0,528,82325322,2018
330727,磐安县图书馆,322300,磐安县海螺街43号,一级馆,257581.0,7600.0,5927.0,26280.0,18000.0,241.0,5272.0,133000.0,79800.0,43.0,179527.0,3036.0,3036.0,200.0,84661410,471710658,2017
330481,海宁市图书馆,314400,海宁市学林街60-62号,一级馆,1757499.0,1234000.0,31196.0,128844.0,730000.0,2838.0,423274.0,3184320.0,2244840.0,897.0,752863.0,31416.0,0.0,6731.0,89267507,471101123,2017
331022,三门县图书馆,317100,三门县上洋路261号,二级馆,191310.0,20000.0,350.0,61030.0,0.0,400.0,8200.0,831100.0,158000.0,41.0,5110.0,2212.0,2212.0,64.0,83379152,754904102,2016
330106,杭州市西湖区图书馆,310007,杭州市西湖区古墩路413号,一级馆,0.0,789319.0,20591.0,144.0,28204.0,20591.0,552.0,38265.0,804200.0,1814565.0,57.0,308565.0,6000.0,3194.0,420,87981283,2018
331024,仙居县图书馆,317300,浙江省仙居县城关解放街2号,二级馆,168640.0,72000.0,10158.0,23640.0,0.0,248.0,0.0,1180600.0,209015.0,49.0,0.0,1937.0,1440.0,172.0,87772767,798554562,2016
330621,绍兴市柯桥区图书馆,312030,绍兴市柯桥区明珠路396号,一级馆,389405.0,73624.0,6128.0,39303.0,0.0,1228.0,64521.0,759153.0,385670.0,98.0,53125.0,9646.0,4800.0,1107.0,85282968,DJ1235235,2016
330522,长兴县图书馆,313100,浙江省长兴县植物园路2号,一级馆,0.0,586786.0,3500.0,7250.0,36981.0,3100.0,742.0,60019.0,1311600.0,1132568.0,70.0,1028273.0,11000.0,0.0,800,6227911,2018
330803,衢江区图书馆,324022,衢江区东方广场四楼衢江区图书馆,二级馆,0.0,251836.0,0.0,2438.0,78710.0,0.0,156.0,2473.0,349244.0,121309.0,46.0,0.0,1600.0,1600.0,220,2291507,2018
331001,台州市图书馆,318000,台州市和谐路168号,一级馆,0.0,818722.0,1251796.0,19540.0,80945.0,49946.0,1173.0,124493.0,2101047.0,1001346.0,200.0,1103230.0,21230.0,0.0,1343,88221530,2018
330683,嵊州市图书馆,312400,嵊州市龙会路26号,一级馆,0.0,592829.0,34000.0,28590.0,40151.0,3500.0,549.0,27085.0,800190.0,390000.0,63.0,133580.0,3160.0,3160.0,350,83011103,2018
330205,宁波市江北区图书馆,315020,江北区丽江西路77号,二级馆,0.0,206181.0,3000.0,736.0,7716.0,3000.0,279.0,9799.0,296083.0,269648.0,61.0,0.0,4500.0,0.0,246,87660783,2018
331121,青田县图书馆,323900,临江东路56号,三级馆,209602.0,180000.0,11200.0,19175.0,180000.0,634.0,8008.0,508086.0,188298.0,148.0,65000.0,5420.0,2380.0,266.0,6823348,E96586721,2017
331124,松阳县图书馆,323400,松阳县西屏镇白露岭路A2号,二级馆,223306.0,1300000.0,360.0,5500.0,0.0,21.0,5521.0,137900.0,120800.0,40.0,10000.0,3119.0,3119.0,176.0,8062339,472520581,2017
330523,安吉县图书馆,313300,安吉县递铺镇天目路635号,一级馆,288000.0,50000.0,3760.0,7000.0,0.0,268.0,15750.0,205000.0,115000.0,42.0,155500.0,3600.0,3600.0,340.0,5022335,471280408,2016
330822,常山县图书馆,324200,常山县天马街道人民路119号,二级馆,0.0,319432.0,1000000.0,547.0,24000.0,0.0,362.0,4939.0,105700.0,49410.0,92.0,0.0,2741.0,0.0,188,5017364,2018
331099,台州市图书馆,318000,台州市和谐路168号,一级馆,598025.0,849143.0,12722.0,99133.0,710826.0,1503.0,69076.0,2089278.0,957964.0,139.0,423043.0,21230.0,0.0,800.0,88221530,689992010,2016
330205,宁波市江北区图书馆,315020,江北区丽江西路77号,二级馆,449113.0,0.0,736.0,21386.0,0.0,211.0,8892.0,235876.0,227638.0,61.0,740542.0,4500.0,0.0,246.0,87660783,775636442,2017
330106,杭州市西湖区图书馆,310007,杭州市西湖区古墩路413号,一级馆,373749.0,0.0,128.0,34829.0,0.0,580.0,37222.0,789930.0,1632322.0,57.0,315060.0,3200.0,0.0,300.0,87981283,78239260X,2016
